	pos	hei	wei	ID	filename
1294.2b_IV_C10_2012-05-07.fsa.4	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.4	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.5	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.5	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.6	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.6	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.7	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.7	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_IV_C10_2012-05-07.fsa.8	0	0	0	1294.2b_IV_C10_2012-05-07.fsa.8	1294.2b_IV_C10_2012-05-07.fsa
1294.2b_V_C10_2012-05-08.fsa.1	3356	3417	227	1294.2b_V_C10_2012-05-08.fsa.1	1294.2b_V_C10_2012-05-08.fsa
1294.2b_V_C10_2012-05-08.fsa.2	3387	1034	231	1294.2b_V_C10_2012-05-08.fsa.2	1294.2b_V_C10_2012-05-08.fsa
1294.2b_V_C10_2012-05-08.fsa.3	3437	174	235	1294.2b_V_C10_2012-05-08.fsa.3	1294.2b_V_C10_2012-05-08.fsa
1294.2b_V_C10_2012-05-08.fsa.4	3468	193	239	1294.2b_V_C10_2012-05-08.fsa.4	1294.2b_V_C10_2012-05-08.fsa
1294.2b_V_C10_2012-05-08.fsa.5	3479	1716	239	1294.2b_V_C10_2012-05-08.fsa.5	1294.2b_V_C10_2012-05-08.fsa
139.1a_IV_G05_2012-05-07.fsa.1	0	0	0	139.1a_IV_G05_2012-05-07.fsa.1	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.2	0	0	0	139.1a_IV_G05_2012-05-07.fsa.2	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.3	0	0	0	139.1a_IV_G05_2012-05-07.fsa.3	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.4	0	0	0	139.1a_IV_G05_2012-05-07.fsa.4	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.5	0	0	0	139.1a_IV_G05_2012-05-07.fsa.5	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.6	0	0	0	139.1a_IV_G05_2012-05-07.fsa.6	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.7	0	0	0	139.1a_IV_G05_2012-05-07.fsa.7	139.1a_IV_G05_2012-05-07.fsa
139.1a_IV_G05_2012-05-07.fsa.8	0	0	0	139.1a_IV_G05_2012-05-07.fsa.8	139.1a_IV_G05_2012-05-07.fsa
139.1a_V_G05_2012-05-07.fsa.1	3417	3510	227	139.1a_V_G05_2012-05-07.fsa.1	139.1a_V_G05_2012-05-07.fsa
139.1a_V_G05_2012-05-07.fsa.2	3448	1669	231	139.1a_V_G05_2012-05-07.fsa.2	139.1a_V_G05_2012-05-07.fsa
139.1a_V_G05_2012-05-07.fsa.3	3498	212	235	139.1a_V_G05_2012-05-07.fsa.3	139.1a_V_G05_2012-05-07.fsa
139.1a_V_G05_2012-05-07.fsa.4	3529	192	239	139.1a_V_G05_2012-05-07.fsa.4	139.1a_V_G05_2012-05-07.fsa
139.1a_V_G05_2012-05-07.fsa.5	3540	2771	239	139.1a_V_G05_2012-05-07.fsa.5	139.1a_V_G05_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.1	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.1	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.2	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.2	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.3	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.3	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.4	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.4	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.5	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.5	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.6	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.6	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.7	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.7	139.1b_IV_G11_2012-05-07.fsa
139.1b_IV_G11_2012-05-07.fsa.8	3569	156.315187114041	235	139.1b_IV_G11_2012-05-07.fsa.8	139.1b_IV_G11_2012-05-07.fsa
139.1b_V_G11_2012-05-07.fsa.1	3459	3879	227	139.1b_V_G11_2012-05-07.fsa.1	139.1b_V_G11_2012-05-07.fsa
139.1b_V_G11_2012-05-07.fsa.2	3491	1959	231	139.1b_V_G11_2012-05-07.fsa.2	139.1b_V_G11_2012-05-07.fsa
139.1b_V_G11_2012-05-07.fsa.3	3502	499	231	139.1b_V_G11_2012-05-07.fsa.3	139.1b_V_G11_2012-05-07.fsa
139.1b_V_G11_2012-05-07.fsa.4	3533	561	235	139.1b_V_G11_2012-05-07.fsa.4	139.1b_V_G11_2012-05-07.fsa
139.1b_V_G11_2012-05-07.fsa.5	3584	3195	239	139.1b_V_G11_2012-05-07.fsa.5	139.1b_V_G11_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.1	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.1	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.2	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.2	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.3	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.3	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.4	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.4	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.5	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.5	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.6	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.6	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.7	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.7	139.2a_IV_H05_2012-05-07.fsa
139.2a_IV_H05_2012-05-07.fsa.8	3541	136.351428643383	235	139.2a_IV_H05_2012-05-07.fsa.8	139.2a_IV_H05_2012-05-07.fsa
139.2a_V_H05_2012-05-07.fsa.1	3446	3621	227	139.2a_V_H05_2012-05-07.fsa.1	139.2a_V_H05_2012-05-07.fsa
139.2a_V_H05_2012-05-07.fsa.2	3477	1578	231	139.2a_V_H05_2012-05-07.fsa.2	139.2a_V_H05_2012-05-07.fsa
139.2a_V_H05_2012-05-07.fsa.3	3518	252	235	139.2a_V_H05_2012-05-07.fsa.3	139.2a_V_H05_2012-05-07.fsa
139.2a_V_H05_2012-05-07.fsa.4	3569	2793	239	139.2a_V_H05_2012-05-07.fsa.4	139.2a_V_H05_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.1	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.1	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.2	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.2	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.3	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.3	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.4	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.4	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.5	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.5	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.6	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.6	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.7	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.7	139.2b_IV_H11_2012-05-07.fsa
139.2b_IV_H11_2012-05-07.fsa.8	3579	136.963120831169	235	139.2b_IV_H11_2012-05-07.fsa.8	139.2b_IV_H11_2012-05-07.fsa
139.2b_V_H11_2012-05-07.fsa.1	3468	3234	227	139.2b_V_H11_2012-05-07.fsa.1	139.2b_V_H11_2012-05-07.fsa
139.2b_V_H11_2012-05-07.fsa.2	3500	1304	231	139.2b_V_H11_2012-05-07.fsa.2	139.2b_V_H11_2012-05-07.fsa
139.2b_V_H11_2012-05-07.fsa.3	3543	182	235	139.2b_V_H11_2012-05-07.fsa.3	139.2b_V_H11_2012-05-07.fsa
139.2b_V_H11_2012-05-07.fsa.4	3594	2038	239	139.2b_V_H11_2012-05-07.fsa.4	139.2b_V_H11_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.1	0	0	0	139.3a_IV_A06_2012-05-07.fsa.1	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.2	0	0	0	139.3a_IV_A06_2012-05-07.fsa.2	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.3	0	0	0	139.3a_IV_A06_2012-05-07.fsa.3	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.4	0	0	0	139.3a_IV_A06_2012-05-07.fsa.4	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.5	0	0	0	139.3a_IV_A06_2012-05-07.fsa.5	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.6	0	0	0	139.3a_IV_A06_2012-05-07.fsa.6	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.7	0	0	0	139.3a_IV_A06_2012-05-07.fsa.7	139.3a_IV_A06_2012-05-07.fsa
139.3a_IV_A06_2012-05-07.fsa.8	0	0	0	139.3a_IV_A06_2012-05-07.fsa.8	139.3a_IV_A06_2012-05-07.fsa
139.3a_V_A06_2012-05-08.fsa.1	0	0	0	139.3a_V_A06_2012-05-08.fsa.1	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.2	0	0	0	139.3a_V_A06_2012-05-08.fsa.2	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.3	0	0	0	139.3a_V_A06_2012-05-08.fsa.3	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.4	0	0	0	139.3a_V_A06_2012-05-08.fsa.4	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.5	0	0	0	139.3a_V_A06_2012-05-08.fsa.5	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.6	0	0	0	139.3a_V_A06_2012-05-08.fsa.6	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.7	0	0	0	139.3a_V_A06_2012-05-08.fsa.7	139.3a_V_A06_2012-05-08.fsa
139.3a_V_A06_2012-05-08.fsa.8	0	0	0	139.3a_V_A06_2012-05-08.fsa.8	139.3a_V_A06_2012-05-08.fsa
139.3b_IV_A12_2012-05-07.fsa.1	0	0	0	139.3b_IV_A12_2012-05-07.fsa.1	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.2	0	0	0	139.3b_IV_A12_2012-05-07.fsa.2	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.3	0	0	0	139.3b_IV_A12_2012-05-07.fsa.3	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.4	0	0	0	139.3b_IV_A12_2012-05-07.fsa.4	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.5	0	0	0	139.3b_IV_A12_2012-05-07.fsa.5	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.6	0	0	0	139.3b_IV_A12_2012-05-07.fsa.6	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.7	0	0	0	139.3b_IV_A12_2012-05-07.fsa.7	139.3b_IV_A12_2012-05-07.fsa
139.3b_IV_A12_2012-05-07.fsa.8	0	0	0	139.3b_IV_A12_2012-05-07.fsa.8	139.3b_IV_A12_2012-05-07.fsa
139.3b_V_A12_2012-05-08.fsa.1	0	0	0	139.3b_V_A12_2012-05-08.fsa.1	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.2	0	0	0	139.3b_V_A12_2012-05-08.fsa.2	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.3	0	0	0	139.3b_V_A12_2012-05-08.fsa.3	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.4	0	0	0	139.3b_V_A12_2012-05-08.fsa.4	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.5	0	0	0	139.3b_V_A12_2012-05-08.fsa.5	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.6	0	0	0	139.3b_V_A12_2012-05-08.fsa.6	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.7	0	0	0	139.3b_V_A12_2012-05-08.fsa.7	139.3b_V_A12_2012-05-08.fsa
139.3b_V_A12_2012-05-08.fsa.8	0	0	0	139.3b_V_A12_2012-05-08.fsa.8	139.3b_V_A12_2012-05-08.fsa
1404.1a_IV_D04_2012-05-07.fsa.1	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.1	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.2	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.2	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.3	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.3	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.4	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.4	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.5	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.5	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.6	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.6	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.7	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.7	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_IV_D04_2012-05-07.fsa.8	0	0	0	1404.1a_IV_D04_2012-05-07.fsa.8	1404.1a_IV_D04_2012-05-07.fsa
1404.1a_V_D04_2012-05-08.fsa.1	3422	2797	227	1404.1a_V_D04_2012-05-08.fsa.1	1404.1a_V_D04_2012-05-08.fsa
1404.1a_V_D04_2012-05-08.fsa.2	3453	936	231	1404.1a_V_D04_2012-05-08.fsa.2	1404.1a_V_D04_2012-05-08.fsa
1404.1a_V_D04_2012-05-08.fsa.3	3503	129	235	1404.1a_V_D04_2012-05-08.fsa.3	1404.1a_V_D04_2012-05-08.fsa
1404.1a_V_D04_2012-05-08.fsa.4	3545	1696	239	1404.1a_V_D04_2012-05-08.fsa.4	1404.1a_V_D04_2012-05-08.fsa
1404.1b_IV_D10_2012-05-07.fsa.1	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.1	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.2	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.2	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.3	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.3	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.4	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.4	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.5	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.5	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.6	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.6	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.7	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.7	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_IV_D10_2012-05-07.fsa.8	0	0	0	1404.1b_IV_D10_2012-05-07.fsa.8	1404.1b_IV_D10_2012-05-07.fsa
1404.1b_V_D10_2012-05-08.fsa.1	3356	3856	227	1404.1b_V_D10_2012-05-08.fsa.1	1404.1b_V_D10_2012-05-08.fsa
1404.1b_V_D10_2012-05-08.fsa.2	3386	1377	231	1404.1b_V_D10_2012-05-08.fsa.2	1404.1b_V_D10_2012-05-08.fsa
1404.1b_V_D10_2012-05-08.fsa.3	3436	210	235	1404.1b_V_D10_2012-05-08.fsa.3	1404.1b_V_D10_2012-05-08.fsa
1404.1b_V_D10_2012-05-08.fsa.4	3478	2476	239	1404.1b_V_D10_2012-05-08.fsa.4	1404.1b_V_D10_2012-05-08.fsa
1406.1a_IV_E04_2012-05-07.fsa.1	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.1	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.2	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.2	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.3	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.3	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.4	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.4	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.5	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.5	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.6	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.6	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.7	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.7	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_IV_E04_2012-05-07.fsa.8	0	0	0	1406.1a_IV_E04_2012-05-07.fsa.8	1406.1a_IV_E04_2012-05-07.fsa
1406.1a_V_E04_2012-05-08.fsa.1	3358	121	223	1406.1a_V_E04_2012-05-08.fsa.1	1406.1a_V_E04_2012-05-08.fsa
1406.1a_V_E04_2012-05-08.fsa.2	3396	839	227	1406.1a_V_E04_2012-05-08.fsa.2	1406.1a_V_E04_2012-05-08.fsa
1406.1a_V_E04_2012-05-08.fsa.3	3427	489	231	1406.1a_V_E04_2012-05-08.fsa.3	1406.1a_V_E04_2012-05-08.fsa
1406.1a_V_E04_2012-05-08.fsa.4	3519	467	239	1406.1a_V_E04_2012-05-08.fsa.4	1406.1a_V_E04_2012-05-08.fsa
1406.1b_IV_E10_2012-05-07.fsa.1	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.1	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.2	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.2	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.3	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.3	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.4	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.4	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.5	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.5	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.6	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.6	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.7	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.7	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_IV_E10_2012-05-07.fsa.8	0	0	0	1406.1b_IV_E10_2012-05-07.fsa.8	1406.1b_IV_E10_2012-05-07.fsa
1406.1b_V_E10_2012-05-08.fsa.1	3345	163	223	1406.1b_V_E10_2012-05-08.fsa.1	1406.1b_V_E10_2012-05-08.fsa
1406.1b_V_E10_2012-05-08.fsa.2	3382	1340	227	1406.1b_V_E10_2012-05-08.fsa.2	1406.1b_V_E10_2012-05-08.fsa
1406.1b_V_E10_2012-05-08.fsa.3	3413	907	231	1406.1b_V_E10_2012-05-08.fsa.3	1406.1b_V_E10_2012-05-08.fsa
1406.1b_V_E10_2012-05-08.fsa.4	3463	108	235	1406.1b_V_E10_2012-05-08.fsa.4	1406.1b_V_E10_2012-05-08.fsa
1406.1b_V_E10_2012-05-08.fsa.5	3505	638	239	1406.1b_V_E10_2012-05-08.fsa.5	1406.1b_V_E10_2012-05-08.fsa
1427.1a_IV_F04_2012-05-07.fsa.1	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.1	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.2	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.2	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.3	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.3	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.4	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.4	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.5	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.5	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.6	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.6	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.7	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.7	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_IV_F04_2012-05-07.fsa.8	0	0	0	1427.1a_IV_F04_2012-05-07.fsa.8	1427.1a_IV_F04_2012-05-07.fsa
1427.1a_V_F04_2012-05-08.fsa.1	0	0	0	1427.1a_V_F04_2012-05-08.fsa.1	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.2	0	0	0	1427.1a_V_F04_2012-05-08.fsa.2	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.3	0	0	0	1427.1a_V_F04_2012-05-08.fsa.3	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.4	0	0	0	1427.1a_V_F04_2012-05-08.fsa.4	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.5	0	0	0	1427.1a_V_F04_2012-05-08.fsa.5	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.6	0	0	0	1427.1a_V_F04_2012-05-08.fsa.6	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.7	0	0	0	1427.1a_V_F04_2012-05-08.fsa.7	1427.1a_V_F04_2012-05-08.fsa
1427.1a_V_F04_2012-05-08.fsa.8	0	0	0	1427.1a_V_F04_2012-05-08.fsa.8	1427.1a_V_F04_2012-05-08.fsa
1427.1b_IV_F10_2012-05-07.fsa.1	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.1	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.2	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.2	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.3	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.3	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.4	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.4	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.5	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.5	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.6	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.6	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.7	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.7	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_IV_F10_2012-05-07.fsa.8	0	0	0	1427.1b_IV_F10_2012-05-07.fsa.8	1427.1b_IV_F10_2012-05-07.fsa
1427.1b_V_F10_2012-05-08.fsa.1	0	0	0	1427.1b_V_F10_2012-05-08.fsa.1	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.2	0	0	0	1427.1b_V_F10_2012-05-08.fsa.2	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.3	0	0	0	1427.1b_V_F10_2012-05-08.fsa.3	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.4	0	0	0	1427.1b_V_F10_2012-05-08.fsa.4	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.5	0	0	0	1427.1b_V_F10_2012-05-08.fsa.5	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.6	0	0	0	1427.1b_V_F10_2012-05-08.fsa.6	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.7	0	0	0	1427.1b_V_F10_2012-05-08.fsa.7	1427.1b_V_F10_2012-05-08.fsa
1427.1b_V_F10_2012-05-08.fsa.8	0	0	0	1427.1b_V_F10_2012-05-08.fsa.8	1427.1b_V_F10_2012-05-08.fsa
1431.1a_IV_G04_2012-05-07.fsa.1	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.1	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.2	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.2	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.3	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.3	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.4	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.4	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.5	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.5	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.6	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.6	1431.1a_IV_G04_2012-05-07.fsa
1431.1a_IV_G04_2012-05-07.fsa.7	0	0	0	1431.1a_IV_G04_2012-05-07.fsa.7	1431.1a_IV_G04_2012-05-07.fsa
